file_path,file_name,line_number,module_hint,variable_name,variable_style,likely_role,section_hint,context
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,678,assets,active,plain,status_or_readiness_field,status_readiness_trust,"Use 48 weeks. Do not use 52 weeks unless a later active brief changes the rule. If utilisation_hours_per_week is missing, default to 40 only if the user has not set a value."
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,751,assets,active,plain,status_or_readiness_field,status_readiness_trust,# 24. ZERO UTILISATION GUARDRAIL If an active productive asset has annual cost but zero utilisation hours: required_asset_recovery_rate = 0
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,813,assets,active,plain,status_or_readiness_field,status_readiness_trust,"ready: asset is active, productive, has cost, and has utilisation hours. invalid_zero_utilisation_hours:"
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,825,assets,active,plain,status_or_readiness_field,status_readiness_trust,inactive_asset: asset is inactive and excluded from active totals. review_required:
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1107,assets,active,plain,status_or_readiness_field,status_readiness_trust,- asset rows exist or user confirms no assets - active assets have valid cost values - productive assets have utilisation hours - required_asset_recovery_rate can be calculated or invalid state is clearly flagged
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1119,assets,active,plain,status_or_readiness_field,status_readiness_trust,- no asset data exists and assets are expected - active assets have invalid cost - productive assets have cost but zero utilisation - source-pool over-allocation exists
10_MIRRA_MODULE_RECONCILIATION_v4.0_LOCKED.txt,10_MIRRA_MODULE_RECONCILIATION_v4.0_LOCKED.txt,312,assets,active,plain,status_or_readiness_field,status_readiness_trust,adjusted_general_overheads_benchmark where asset finance exclusion is active. ---
10_MIRRA_MODULE_RECONCILIATION_v4.0_LOCKED.txt,10_MIRRA_MODULE_RECONCILIATION_v4.0_LOCKED.txt,576,assets,active,plain,status_or_readiness_field,status_readiness_trust,"- operating expense classification issue If asset running cost transfers are active, reconciliation must make clear whether General Overheads is gross or net of transferred asset costs. ---"
16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,402,assets,active,plain,status_or_readiness_field,status_readiness_trust,Rules: - one row per active productive asset - use asset_id as stable key - asset_name is display only
16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,468,assets,active,plain,status_or_readiness_field,status_readiness_trust,total_productive_asset_utilisation_hours = sum utilisation_hours_annual for active productive assets If no active productive assets exist:
16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,470,assets,active,plain,status_or_readiness_field,status_readiness_trust,sum utilisation_hours_annual for active productive assets If no active productive assets exist: total_productive_asset_utilisation_hours = 0
16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,493,assets,active,plain,status_or_readiness_field,status_readiness_trust,total_productive_asset_utilisation_hours = sum utilisation_hours_annual for active productive assets If total_productive_asset_utilisation_hours = 0:
16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,518,assets,active,plain,status_or_readiness_field,status_readiness_trust,Definition: The active productive asset with the highest required_asset_recovery_rate. Suggested shape:
16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,547,assets,active,plain,status_or_readiness_field,status_readiness_trust,"Definition: The active productive asset with the lowest utilisation_hours_annual, excluding assets with zero utilisation that are already blocked. Suggested shape:"
16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,695,assets,active,plain,status_or_readiness_field,status_readiness_trust,- Assets module exists - productive assets exist or user confirms no productive assets - active productive assets have valid annual cost - active productive assets have valid utilisation hours - asset_pool_guardrail_status is not blocked
16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,696,assets,active,plain,status_or_readiness_field,status_readiness_trust,- productive assets exist or user confirms no productive assets - active productive assets have valid annual cost - active productive assets have valid utilisation hours - asset_pool_guardrail_status is not blocked - Model Readiness is not blocked
20_MIRRA_BUSINESS_OUTCOME_v4.0_LOCKED.txt,20_MIRRA_BUSINESS_OUTCOME_v4.0_LOCKED.txt,834,assets,active,plain,status_or_readiness_field,status_readiness_trust,- asset recovery assumption - overhead recovery assumption - supplier / COG scenario assumptions if active - modelled target rates if scenario selected - source scenario ID
21_MIRRA_QUOTE_CHECKER_v4.0_LOCKED.txt,21_MIRRA_QUOTE_CHECKER_v4.0_LOCKED.txt,163,assets,active,plain,status_or_readiness_field,status_readiness_trust,- asset recovery assumption - overhead recovery assumption - supplier / COG scenario assumptions if active - modelled target rates if scenario selected - source scenario ID
14_MIRRA_BUSINESS_SUMMARY_v4.0_LOCKED.txt,14_MIRRA_BUSINESS_SUMMARY_v4.0_LOCKED.txt,1258,assets,activity_driver_value,snake_case,status_or_readiness_field,status_readiness_trust,- total_asset_cost_annual - total_business_overheads - activity_driver_value - required_recovery_per_driver - current_margin_per_driver
24_MIRRA_MODEL_FEEDBACK_LOOP_v4.0_LOCKED.txt,24_MIRRA_MODEL_FEEDBACK_LOOP_v4.0_LOCKED.txt,524,assets,actual_recovery_rate,snake_case,status_or_readiness_field,status_readiness_trust,"asset_name, model_required_recovery_rate, actual_recovery_rate, actual_usage_hours, recovery_gap,"
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1217,assets,allocation_status,snake_case,status_field,calculation,"remaining_pool_amount, over_allocated_amount, allocation_status, warning_message, asset_assignment_count"
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,2076,assets,allocation_status,snake_case,status_field,inputs,"assigned_asset_burden, remaining_asset_burden, allocation_status }"
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,421,assets,allocation_status,snake_case,status_field,calculation,If assigned_to_productive_assets exceeds available_pool_amount: allocation_status = over_allocated asset_pool_guardrail_status = blocked
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,491,assets,allocation_status,snake_case,status_field,calculation,"remaining_pool_amount, over_allocated_amount, allocation_status }"
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,936,assets,allocation_status,snake_case,status_field,status_readiness_trust,remaining_pool_amount over_allocated_amount allocation_status Do not silently cap.
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,963,assets,allocation_status,snake_case,status_field,row_or_array_contract,"remaining_pool_amount, over_allocated_amount, allocation_status, warning_message, asset_assignment_count"
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,968,assets,allocation_status,snake_case,status_field,status_readiness_trust,} Allowed allocation_status values: balanced
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1027,assets,allocation_status,snake_case,status_field,status_readiness_trust,Logic: If any pool allocation_status = over_allocated: asset_pool_guardrail_status = blocked
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1030,assets,allocation_status,snake_case,status_field,status_readiness_trust,"asset_pool_guardrail_status = blocked Else if any pool allocation_status = under_allocated, no_source_pool, or review_required: asset_pool_guardrail_status = review_required"
17_MIRRA_COST_ALLOCATION_v4.0_LOCKED.txt,17_MIRRA_COST_ALLOCATION_v4.0_LOCKED.txt,674,assets,allocation_status,snake_case,status_field,downstream_consumption,"over_allocated_asset_burden, over_allocated_asset_percent, allocation_status }"
17_MIRRA_COST_ALLOCATION_v4.0_LOCKED.txt,17_MIRRA_COST_ALLOCATION_v4.0_LOCKED.txt,741,assets,allocation_status,snake_case,status_field,downstream_consumption,"required_asset_recovery_rate, source_pool_id, allocation_status }"
25_MIRRA_MODEL_REVIEW_APPROVAL_v4.0_LOCKED.txt,25_MIRRA_MODEL_REVIEW_APPROVAL_v4.0_LOCKED.txt,37,assets,approved,plain,status_or_readiness_field,status_readiness_trust,Which asset utilisation assumptions need review? Which Business Outcome scenario should become the approved target? Which Rate Builder rates should become approved rates? What model version should Quote Checker use next?
22_MIRRA_SOQ_JOB_PO_LAYER_v4.0_LOCKED.txt,22_MIRRA_SOQ_JOB_PO_LAYER_v4.0_LOCKED.txt,460,assets,asset_consumption_id,snake_case,status_or_readiness_field,status_readiness_trust,"{ asset_consumption_id, job_id, quote_line_id,"
22_MIRRA_SOQ_JOB_PO_LAYER_v4.0_LOCKED.txt,22_MIRRA_SOQ_JOB_PO_LAYER_v4.0_LOCKED.txt,455,assets,asset_consumption_rows,snake_case,status_or_readiness_field,status_readiness_trust,# 18. ASSET CONSUMPTION CONTRACT asset_consumption_rows[] Each row:
24_MIRRA_MODEL_FEEDBACK_LOOP_v4.0_LOCKED.txt,24_MIRRA_MODEL_FEEDBACK_LOOP_v4.0_LOCKED.txt,517,assets,asset_feedback_rows,snake_case,status_or_readiness_field,status_readiness_trust,- asset hours not matched with recovery value asset_feedback_rows[] {
10_MIRRA_MODULE_RECONCILIATION_v4.0_LOCKED.txt,10_MIRRA_MODULE_RECONCILIATION_v4.0_LOCKED.txt,529,assets,asset_finance_benchmark_total,snake_case,status_or_readiness_field,status_readiness_trust,source_amount = asset_finance_benchmark_total module_amount =
05_MIRRA_GENERAL_OVERHEADS_v4.0_LOCKED.txt,05_MIRRA_GENERAL_OVERHEADS_v4.0_LOCKED.txt,692,assets,asset_finance_exclusion_exceeds_benchmark,snake_case,status_or_readiness_field,status_readiness_trust,depends on materiality. ## asset_finance_exclusion_exceeds_benchmark Use when excluded asset finance amount is greater than gross benchmark.
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,871,assets,asset_finance_interest_annual,snake_case,status_or_readiness_field,status_readiness_trust,total_asset_cost_annual asset_finance_interest_annual total_productive_asset_cost_annual total_asset_running_cost_transferred
10_MIRRA_MODULE_RECONCILIATION_v4.0_LOCKED.txt,10_MIRRA_MODULE_RECONCILIATION_v4.0_LOCKED.txt,532,assets,asset_finance_interest_annual,snake_case,status_or_readiness_field,status_readiness_trust,module_amount = asset_finance_interest_annual or selected asset finance total Purpose:
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,194,assets,asset_group_id,snake_case,status_or_readiness_field,status_readiness_trust,asset_name asset_type asset_group_id asset_group_name is_active
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,206,assets,asset_group_id,snake_case,status_or_readiness_field,status_readiness_trust,- asset_name is display only. - asset_type should be selected or user-created. - asset_group_id is optional but useful for grouping similar assets. - is_productive_asset controls whether the asset enters the productive asset pool. - inactive assets should not contribute to active totals.
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,195,assets,asset_group_name,snake_case,status_or_readiness_field,status_readiness_trust,asset_type asset_group_id asset_group_name is_active is_productive_asset
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,191,assets,asset_id,snake_case,status_or_readiness_field,status_readiness_trust,Required fields: asset_id asset_name asset_type
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,203,assets,asset_id,snake_case,status_or_readiness_field,status_readiness_trust,Rules: - asset_id must be stable. - asset_name is display only. - asset_type should be selected or user-created.
22_MIRRA_SOQ_JOB_PO_LAYER_v4.0_LOCKED.txt,22_MIRRA_SOQ_JOB_PO_LAYER_v4.0_LOCKED.txt,464,assets,asset_id,snake_case,status_or_readiness_field,status_readiness_trust,"quote_line_id, soq_line_id, asset_id, asset_name, asset_type,"
24_MIRRA_MODEL_FEEDBACK_LOOP_v4.0_LOCKED.txt,24_MIRRA_MODEL_FEEDBACK_LOOP_v4.0_LOCKED.txt,521,assets,asset_id,snake_case,status_or_readiness_field,status_readiness_trust,"{ feedback_signal_id, asset_id, asset_name, model_required_recovery_rate,"
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,192,assets,asset_name,snake_case,status_or_readiness_field,status_readiness_trust,asset_id asset_name asset_type asset_group_id
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,204,assets,asset_name,snake_case,status_or_readiness_field,status_readiness_trust,- asset_id must be stable. - asset_name is display only. - asset_type should be selected or user-created. - asset_group_id is optional but useful for grouping similar assets.
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,210,assets,asset_name,snake_case,status_or_readiness_field,status_readiness_trust,- inactive assets should not contribute to active totals. - asset identity must not be created downstream. - do not use asset_name as a key. ---
22_MIRRA_SOQ_JOB_PO_LAYER_v4.0_LOCKED.txt,22_MIRRA_SOQ_JOB_PO_LAYER_v4.0_LOCKED.txt,465,assets,asset_name,snake_case,status_or_readiness_field,status_readiness_trust,"soq_line_id, asset_id, asset_name, asset_type, usage_hours,"
24_MIRRA_MODEL_FEEDBACK_LOOP_v4.0_LOCKED.txt,24_MIRRA_MODEL_FEEDBACK_LOOP_v4.0_LOCKED.txt,522,assets,asset_name,snake_case,status_or_readiness_field,status_readiness_trust,"feedback_signal_id, asset_id, asset_name, model_required_recovery_rate, actual_recovery_rate,"
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1236,assets,asset_pool_guardrail_status,snake_case,status_field,status_readiness_trust,total_remaining_asset_cost_pool total_over_allocated_asset_cost_pool asset_pool_guardrail_status Allowed asset_pool_guardrail_status values:
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1238,assets,asset_pool_guardrail_status,snake_case,status_field,status_readiness_trust,asset_pool_guardrail_status Allowed asset_pool_guardrail_status values: ready
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1247,assets,asset_pool_guardrail_status,snake_case,status_field,status_readiness_trust,"If any pool is over_allocated: asset_pool_guardrail_status = blocked If any pool is under_allocated, no_source_pool, or review_required:"
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1250,assets,asset_pool_guardrail_status,snake_case,status_field,status_readiness_trust,"If any pool is under_allocated, no_source_pool, or review_required: asset_pool_guardrail_status = review_required Else:"
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1253,assets,asset_pool_guardrail_status,snake_case,status_field,status_readiness_trust,Else: asset_pool_guardrail_status = ready ## 13.9 Asset warnings
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,1927,assets,asset_pool_guardrail_status,snake_case,status_field,inputs,productive_asset_rows total_productive_asset_burden asset_pool_guardrail_status From General Overheads:
03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,03_MIRRA_VARIABLE_CONTRACT_BRIEF_v4.0_LOCKED.txt,2419,assets,asset_pool_guardrail_status,snake_case,status_field,inputs,required_asset_recovery_rate asset_pool_guardrail_status From Cost Allocation:
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,422,assets,asset_pool_guardrail_status,snake_case,status_field,calculation,allocation_status = over_allocated asset_pool_guardrail_status = blocked ---
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1017,assets,asset_pool_guardrail_status,snake_case,status_field,status_readiness_trust,total_remaining_asset_cost_pool total_over_allocated_asset_cost_pool asset_pool_guardrail_status Allowed asset_pool_guardrail_status values:
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1019,assets,asset_pool_guardrail_status,snake_case,status_field,status_readiness_trust,asset_pool_guardrail_status Allowed asset_pool_guardrail_status values: ready
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1028,assets,asset_pool_guardrail_status,snake_case,status_field,status_readiness_trust,"If any pool allocation_status = over_allocated: asset_pool_guardrail_status = blocked Else if any pool allocation_status = under_allocated, no_source_pool, or review_required:"
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1031,assets,asset_pool_guardrail_status,snake_case,status_field,status_readiness_trust,"Else if any pool allocation_status = under_allocated, no_source_pool, or review_required: asset_pool_guardrail_status = review_required Else:"
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1034,assets,asset_pool_guardrail_status,snake_case,status_field,status_readiness_trust,Else: asset_pool_guardrail_status = ready ---
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1064,assets,asset_pool_guardrail_status,snake_case,status_field,status_readiness_trust,productive_asset_rows[] total_productive_asset_burden asset_pool_guardrail_status Cost Allocation creates:
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1093,assets,asset_pool_guardrail_status,snake_case,status_field,downstream_consumption,required_asset_recovery_rate asset_recovery_rate_status asset_pool_guardrail_status assets_model_trust_state
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1377,assets,asset_pool_guardrail_status,snake_case,status_field,status_readiness_trust,Cost Allocation must respect asset_pool_guardrail_status. If asset_pool_guardrail_status = blocked: Cost Allocation must also show blocked or review state.
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1407,assets,asset_pool_guardrail_status,snake_case,status_field,status_readiness_trust,- Cost Allocation assigned asset burden - Cost Allocation shared asset percentages - asset_pool_guardrail_status Rate Builder uses these to calculate required asset rates and group/unit cost stacks.
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,1591,assets,asset_pool_guardrail_status,snake_case,status_field,calculation,16. Add asset running cost transfer variables. 17. Add asset_pool_guardrails if not present. 18. Add asset_pool_guardrail_status. 19. Ensure running cost transfer cannot exceed available source pool. 20. Ensure remaining balance stays in General Overheads.
10_MIRRA_MODULE_RECONCILIATION_v4.0_LOCKED.txt,10_MIRRA_MODULE_RECONCILIATION_v4.0_LOCKED.txt,275,assets,asset_pool_guardrail_status,snake_case,status_field,inputs,asset_finance_interest_annual where available total_asset_running_cost_transferred where available asset_pool_guardrail_status assets_status assets_model_trust_state
11_MIRRA_MODEL_READINESS_v4.0_LOCKED.txt,11_MIRRA_MODEL_READINESS_v4.0_LOCKED.txt,288,assets,asset_pool_guardrail_status,snake_case,status_field,inputs,assets_status assets_model_trust_state asset_pool_guardrail_status general_overheads_ready general_overheads_status
11_MIRRA_MODEL_READINESS_v4.0_LOCKED.txt,11_MIRRA_MODEL_READINESS_v4.0_LOCKED.txt,584,assets,asset_pool_guardrail_status,snake_case,status_field,status_readiness_trust,## model_asset_pool_blocked Use when asset_pool_guardrail_status = blocked. Blocking:
11_MIRRA_MODEL_READINESS_v4.0_LOCKED.txt,11_MIRRA_MODEL_READINESS_v4.0_LOCKED.txt,679,assets,asset_pool_guardrail_status,snake_case,status_field,status_readiness_trust,assets_status asset_pool_guardrail_status assets_model_trust_state
11_MIRRA_MODEL_READINESS_v4.0_LOCKED.txt,11_MIRRA_MODEL_READINESS_v4.0_LOCKED.txt,684,assets,asset_pool_guardrail_status,snake_case,status_field,status_readiness_trust,If: asset_pool_guardrail_status = blocked then downstream modules that consume asset burden must be blocked or preview_only.
16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,213,assets,asset_pool_guardrail_status,snake_case,status_field,downstream_consumption,required_asset_recovery_rate asset_recovery_rate_status asset_pool_guardrail_status total_asset_running_cost_transferred assets_status
16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,675,assets,asset_pool_guardrail_status,snake_case,status_field,status_readiness_trust,asset_reality_model_trust_state = blocked If asset_pool_guardrail_status = blocked: asset_reality_model_trust_state = blocked
16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,697,assets,asset_pool_guardrail_status,snake_case,status_field,status_readiness_trust,- active productive assets have valid annual cost - active productive assets have valid utilisation hours - asset_pool_guardrail_status is not blocked - Model Readiness is not blocked - no blocking Asset Reality warning exists
16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,713,assets,asset_pool_guardrail_status,snake_case,status_field,status_readiness_trust,- Assets source is missing - Assets module is blocked - asset_pool_guardrail_status is blocked - productive asset has cost but zero utilisation - productive asset cost is invalid
16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,795,assets,asset_pool_guardrail_status,snake_case,status_field,status_readiness_trust,## asset_reality_asset_pool_blocked Use when asset_pool_guardrail_status = blocked. Blocking:
16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,16_MIRRA_ASSET_REALITY_v4.0_LOCKED.txt,1342,assets,asset_pool_guardrail_status,snake_case,status_field,status_readiness_trust,16. It flags low utilisation / high recovery pressure. 17. It inherits blocked status from Assets and Model Readiness. 18. It respects asset_pool_guardrail_status. 19. It does not create Cost Allocation groups. 20. It does not assign shared assets.
17_MIRRA_COST_ALLOCATION_v4.0_LOCKED.txt,17_MIRRA_COST_ALLOCATION_v4.0_LOCKED.txt,596,assets,asset_pool_guardrail_status,snake_case,status_field,downstream_consumption,total_productive_asset_burden productive_asset_count asset_pool_guardrail_status assets_status assets_model_trust_state
09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,09_MIRRA_ASSETS_MODULE_v4.0_LOCKED.txt,848,assets,asset_pool_guardrails,snake_case,status_or_readiness_field,status_readiness_trust,- utilisation_hours_annual - required_asset_recovery_rate - asset_pool_guardrails Each trace should identify:
