file_path,file_name,source_area,line_number,variable_name,variable_style,extraction_type,likely_role,module_hint,context
app\demo-login\page.jsx,page.jsx,app,53,handle_submit,snake_case,snake_case_reference,mentioned,,"<form onSubmit={handle_submit} className=""ui-stack""> <label className=""ui-label"" htmlFor=""demo-password"">"
app\demo-login\page.jsx,page.jsx,app,78,is_submitting,snake_case,snake_case_reference,readiness_field,,"type=""submit"" disabled={is_submitting} >"
app\demo-login\page.jsx,page.jsx,app,80,is_submitting,snake_case,snake_case_reference,readiness_field,,"> {is_submitting ? ""Checking..."" : ""Enter demo""} </button>"
app\demo-login\page.jsx,page.jsx,app,89,DemoLoginPage,PascalCase,export_function,exported_function,,export default function DemoLoginPage() { return (
app\demo-login\page.jsx,page.jsx,app,89,DemoLoginPage,PascalCase,function,mentioned,,export default function DemoLoginPage() { return (
app\materials\page.jsx,page.jsx,app,3,useMaterials,camelCase,import,imported_dependency,,"import useMaterials from ""@/hooks/useMaterials""; import MaterialsStatusStrip from ""@/components/materials/MaterialsStatusStrip"";"
app\materials\page.jsx,page.jsx,app,4,MaterialsStatusStrip,PascalCase,import,imported_dependency,,"import useMaterials from ""@/hooks/useMaterials""; import MaterialsStatusStrip from ""@/components/materials/MaterialsStatusStrip""; import MaterialsMainCard from ""@/components/materials/MaterialsMainCard"";"
app\materials\page.jsx,page.jsx,app,5,MaterialsMainCard,PascalCase,import,imported_dependency,,"import MaterialsStatusStrip from ""@/components/materials/MaterialsStatusStrip""; import MaterialsMainCard from ""@/components/materials/MaterialsMainCard""; import MaterialsSummaryCard from ""@/components/materials/MaterialsSummaryCard"";"
app\materials\page.jsx,page.jsx,app,6,MaterialsSummaryCard,PascalCase,import,imported_dependency,,"import MaterialsMainCard from ""@/components/materials/MaterialsMainCard""; import MaterialsSummaryCard from ""@/components/materials/MaterialsSummaryCard""; import MaterialsHelpPanel from ""@/components/materials/MaterialsHelpPanel"";"
app\materials\page.jsx,page.jsx,app,7,MaterialsHelpPanel,PascalCase,import,imported_dependency,,"import MaterialsSummaryCard from ""@/components/materials/MaterialsSummaryCard""; import MaterialsHelpPanel from ""@/components/materials/MaterialsHelpPanel"";"
app\materials\page.jsx,page.jsx,app,9,MaterialsPage,PascalCase,export_function,exported_function,,"export default function MaterialsPage() { const { status, card, summary } = useMaterials();"
app\materials\page.jsx,page.jsx,app,9,MaterialsPage,PascalCase,function,mentioned,,"export default function MaterialsPage() { const { status, card, summary } = useMaterials();"
app\materials\page.jsx,page.jsx,app,10,card,plain,destructured_name,consumed_field,,"export default function MaterialsPage() { const { status, card, summary } = useMaterials();"
app\materials\page.jsx,page.jsx,app,10,status,plain,destructured_name,status_field,,"export default function MaterialsPage() { const { status, card, summary } = useMaterials();"
app\materials\page.jsx,page.jsx,app,10,summary,plain,destructured_name,consumed_field,,"export default function MaterialsPage() { const { status, card, summary } = useMaterials();"
app\page.js,page.js,app,3,Link,PascalCase,import,imported_dependency,,"import Link from ""next/link"";"
app\page.js,page.js,app,5,whatThisToolDoes,camelCase,declaration,local_variable,,const whatThisToolDoes = [ {
app\page.js,page.js,app,7,title,plain,object_key,object_field,,"{ title: ""Understand your real cost base"", body: ""Build your business using your actual numbers so you can see what it truly costs to operate."","
app\page.js,page.js,app,8,body,plain,object_key,object_field,,"title: ""Understand your real cost base"", body: ""Build your business using your actual numbers so you can see what it truly costs to operate."", },"
app\page.js,page.js,app,11,title,plain,object_key,object_field,,"{ title: ""See how your business recovers those costs"", body: ""Understand how your business turns work into revenue and how each part contributes to your overall performance."","
app\page.js,page.js,app,12,body,plain,object_key,object_field,,"title: ""See how your business recovers those costs"", body: ""Understand how your business turns work into revenue and how each part contributes to your overall performance."", },"
app\page.js,page.js,app,15,title,plain,object_key,object_field,,"{ title: ""Check your work against your own model"", body: ""Compare real jobs or quotes against your business baseline to see whether they are working."","
app\page.js,page.js,app,16,body,plain,object_key,object_field,,"title: ""Check your work against your own model"", body: ""Compare real jobs or quotes against your business baseline to see whether they are working."", },"
app\page.js,page.js,app,20,howItWorks,camelCase,declaration,local_variable,,"const howItWorks = [ ""Enter your business costs and structure"","
app\page.js,page.js,app,27,BenefitCard,PascalCase,function,mentioned,,"function BenefitCard({ title, body }) { return ("
app\page.js,page.js,app,40,StepCard,PascalCase,function,mentioned,,"function StepCard({ index, body }) { return ("
app\page.js,page.js,app,53,HomePage,PascalCase,export_function,exported_function,,export default function HomePage() { return (
app\page.js,page.js,app,53,HomePage,PascalCase,function,mentioned,,export default function HomePage() { return (
app\quick-start\page.jsx,page.jsx,app,3,useQuickStart,camelCase,import,imported_dependency,,"import useQuickStart from ""@/hooks/useQuickStart""; import QuickStartMainCard from ""@/components/quick-start/QuickStartMainCard"";"
app\quick-start\page.jsx,page.jsx,app,4,QuickStartMainCard,PascalCase,import,imported_dependency,,"import useQuickStart from ""@/hooks/useQuickStart""; import QuickStartMainCard from ""@/components/quick-start/QuickStartMainCard"";"
app\quick-start\page.jsx,page.jsx,app,6,QuickStartPage,PascalCase,export_function,exported_function,,export default function QuickStartPage() { const { card } = useQuickStart();
app\quick-start\page.jsx,page.jsx,app,6,QuickStartPage,PascalCase,function,mentioned,,export default function QuickStartPage() { const { card } = useQuickStart();
app\quick-start\page.jsx,page.jsx,app,7,card,plain,destructured_name,consumed_field,,export default function QuickStartPage() { const { card } = useQuickStart();
app\rates\square-metre\page.jsx,page.jsx,app,3,useSquareMetreRate,camelCase,import,imported_dependency,,"import useSquareMetreRate from ""@/hooks/useSquareMetreRate""; import SquareMetreRateStatusStrip from ""@/components/rates/square-metre/SquareMetreRateStatusStrip"";"
app\rates\square-metre\page.jsx,page.jsx,app,4,SquareMetreRateStatusStrip,PascalCase,import,imported_dependency,,"import useSquareMetreRate from ""@/hooks/useSquareMetreRate""; import SquareMetreRateStatusStrip from ""@/components/rates/square-metre/SquareMetreRateStatusStrip""; import SquareMetreRateMainCard from ""@/components/rates/square-metre/SquareMetreRateMainCard"";"
app\rates\square-metre\page.jsx,page.jsx,app,5,SquareMetreRateMainCard,PascalCase,import,imported_dependency,,"import SquareMetreRateStatusStrip from ""@/components/rates/square-metre/SquareMetreRateStatusStrip""; import SquareMetreRateMainCard from ""@/components/rates/square-metre/SquareMetreRateMainCard""; import SquareMetreRateSummaryCard from ""@/components/rates/square-metre/SquareMetreRateSummaryCard"";"
app\rates\square-metre\page.jsx,page.jsx,app,6,SquareMetreRateSummaryCard,PascalCase,import,imported_dependency,,"import SquareMetreRateMainCard from ""@/components/rates/square-metre/SquareMetreRateMainCard""; import SquareMetreRateSummaryCard from ""@/components/rates/square-metre/SquareMetreRateSummaryCard""; import SquareMetreRateHelpPanel from ""@/components/rates/square-metre/SquareMetreRateHelpPanel"";"
app\rates\square-metre\page.jsx,page.jsx,app,7,SquareMetreRateHelpPanel,PascalCase,import,imported_dependency,,"import SquareMetreRateSummaryCard from ""@/components/rates/square-metre/SquareMetreRateSummaryCard""; import SquareMetreRateHelpPanel from ""@/components/rates/square-metre/SquareMetreRateHelpPanel"";"
app\rates\square-metre\page.jsx,page.jsx,app,9,SquareMetreRatePage,PascalCase,export_function,exported_function,,"export default function SquareMetreRatePage() { const { status, card, summary } = useSquareMetreRate();"
app\rates\square-metre\page.jsx,page.jsx,app,9,SquareMetreRatePage,PascalCase,function,mentioned,,"export default function SquareMetreRatePage() { const { status, card, summary } = useSquareMetreRate();"
app\rates\square-metre\page.jsx,page.jsx,app,10,card,plain,destructured_name,consumed_field,,"export default function SquareMetreRatePage() { const { status, card, summary } = useSquareMetreRate();"
app\rates\square-metre\page.jsx,page.jsx,app,10,status,plain,destructured_name,status_field,,"export default function SquareMetreRatePage() { const { status, card, summary } = useSquareMetreRate();"
app\rates\square-metre\page.jsx,page.jsx,app,10,summary,plain,destructured_name,consumed_field,,"export default function SquareMetreRatePage() { const { status, card, summary } = useSquareMetreRate();"
app\revenue-summary\page.jsx,page.jsx,app,3,useRevenueSummary,camelCase,import,imported_dependency,,"import useRevenueSummary from ""@/hooks/useRevenueSummary""; import RevenueSummaryNoticeBanner from ""@/components/revenue-summary/RevenueSummaryNoticeBanner"";"
app\revenue-summary\page.jsx,page.jsx,app,4,RevenueSummaryNoticeBanner,PascalCase,import,imported_dependency,,"import useRevenueSummary from ""@/hooks/useRevenueSummary""; import RevenueSummaryNoticeBanner from ""@/components/revenue-summary/RevenueSummaryNoticeBanner""; import RevenueSummaryStatusStrip from ""@/components/revenue-summary/RevenueSummaryStatusStrip"";"
app\revenue-summary\page.jsx,page.jsx,app,5,RevenueSummaryStatusStrip,PascalCase,import,imported_dependency,,"import RevenueSummaryNoticeBanner from ""@/components/revenue-summary/RevenueSummaryNoticeBanner""; import RevenueSummaryStatusStrip from ""@/components/revenue-summary/RevenueSummaryStatusStrip""; import RevenueSummaryMainCard from ""@/components/revenue-summary/RevenueSummaryMainCard"";"
app\revenue-summary\page.jsx,page.jsx,app,6,RevenueSummaryMainCard,PascalCase,import,imported_dependency,,"import RevenueSummaryStatusStrip from ""@/components/revenue-summary/RevenueSummaryStatusStrip""; import RevenueSummaryMainCard from ""@/components/revenue-summary/RevenueSummaryMainCard""; import RevenueSummarySummaryCard from ""@/components/revenue-summary/RevenueSummarySummaryCard"";"
app\revenue-summary\page.jsx,page.jsx,app,7,RevenueSummarySummaryCard,PascalCase,import,imported_dependency,,"import RevenueSummaryMainCard from ""@/components/revenue-summary/RevenueSummaryMainCard""; import RevenueSummarySummaryCard from ""@/components/revenue-summary/RevenueSummarySummaryCard""; import RevenueSummaryHelpPanel from ""@/components/revenue-summary/RevenueSummaryHelpPanel"";"
app\revenue-summary\page.jsx,page.jsx,app,8,RevenueSummaryHelpPanel,PascalCase,import,imported_dependency,,"import RevenueSummarySummaryCard from ""@/components/revenue-summary/RevenueSummarySummaryCard""; import RevenueSummaryHelpPanel from ""@/components/revenue-summary/RevenueSummaryHelpPanel"";"
app\revenue-summary\page.jsx,page.jsx,app,10,RevenueSummaryPage,PascalCase,export_function,exported_function,,"export default function RevenueSummaryPage() { const { status, card, summary } = useRevenueSummary();"
app\revenue-summary\page.jsx,page.jsx,app,10,RevenueSummaryPage,PascalCase,function,mentioned,,"export default function RevenueSummaryPage() { const { status, card, summary } = useRevenueSummary();"
app\revenue-summary\page.jsx,page.jsx,app,11,card,plain,destructured_name,consumed_field,,"export default function RevenueSummaryPage() { const { status, card, summary } = useRevenueSummary();"
app\revenue-summary\page.jsx,page.jsx,app,11,status,plain,destructured_name,status_field,,"export default function RevenueSummaryPage() { const { status, card, summary } = useRevenueSummary();"
app\revenue-summary\page.jsx,page.jsx,app,11,summary,plain,destructured_name,consumed_field,,"export default function RevenueSummaryPage() { const { status, card, summary } = useRevenueSummary();"
app\settings\page.jsx,page.jsx,app,3,useTheme,camelCase,import,imported_dependency,,"import useTheme from ""@/hooks/useTheme""; import ThemeSettingsCard from ""@/components/settings/ThemeSettingsCard"";"
app\settings\page.jsx,page.jsx,app,4,ThemeSettingsCard,PascalCase,import,imported_dependency,,"import useTheme from ""@/hooks/useTheme""; import ThemeSettingsCard from ""@/components/settings/ThemeSettingsCard"";"
app\settings\page.jsx,page.jsx,app,6,SettingsPage,PascalCase,export_function,exported_function,,"export default function SettingsPage() { const { theme, setTheme, availableThemes } = useTheme();"
app\settings\page.jsx,page.jsx,app,6,SettingsPage,PascalCase,function,mentioned,,"export default function SettingsPage() { const { theme, setTheme, availableThemes } = useTheme();"
app\settings\page.jsx,page.jsx,app,7,availableThemes,camelCase,destructured_name,consumed_field,,"export default function SettingsPage() { const { theme, setTheme, availableThemes } = useTheme();"
app\settings\page.jsx,page.jsx,app,7,setTheme,camelCase,destructured_name,consumed_field,,"export default function SettingsPage() { const { theme, setTheme, availableThemes } = useTheme();"
app\settings\page.jsx,page.jsx,app,7,theme,plain,destructured_name,consumed_field,,"export default function SettingsPage() { const { theme, setTheme, availableThemes } = useTheme();"
app\assets\page.jsx,page.jsx,app,3,useAssets,camelCase,import,imported_dependency,assets,"import useAssets from ""@/hooks/useAssets""; import AssetMainCard from ""@/components/assets/AssetMainCard"";"
app\assets\page.jsx,page.jsx,app,4,AssetMainCard,PascalCase,import,imported_dependency,assets,"import useAssets from ""@/hooks/useAssets""; import AssetMainCard from ""@/components/assets/AssetMainCard""; import AssetHelpPanel from ""@/components/assets/AssetHelpPanel"";"
app\assets\page.jsx,page.jsx,app,5,AssetHelpPanel,PascalCase,import,imported_dependency,assets,"import AssetMainCard from ""@/components/assets/AssetMainCard""; import AssetHelpPanel from ""@/components/assets/AssetHelpPanel"";"
app\assets\page.jsx,page.jsx,app,7,AssetsPage,PascalCase,export_function,exported_function,assets,"export default function AssetsPage() { const { status, card } = useAssets();"
app\assets\page.jsx,page.jsx,app,7,AssetsPage,PascalCase,function,mentioned,assets,"export default function AssetsPage() { const { status, card } = useAssets();"
app\assets\page.jsx,page.jsx,app,8,card,plain,destructured_name,consumed_field,assets,"export default function AssetsPage() { const { status, card } = useAssets();"
app\assets\page.jsx,page.jsx,app,8,status,plain,destructured_name,status_field,assets,"export default function AssetsPage() { const { status, card } = useAssets();"
app\business-summary\page.jsx,page.jsx,app,80,total_asset_cost_annual,snake_case,snake_case_reference,mentioned,assets,total_people_cost_annual={card.total_people_cost_annual} total_asset_cost_annual={card.total_asset_cost_annual} total_business_overheads={card.total_business_overheads}
app\business-summary\page.jsx,page.jsx,app,85,asset_cost_per_recovery_hour,snake_case,snake_case_reference,mentioned,assets,people_cost_per_recovery_hour={card.people_cost_per_recovery_hour} asset_cost_per_recovery_hour={card.asset_cost_per_recovery_hour} business_overheads_per_recovery_hour={
app\business-summary\page.jsx,page.jsx,app,139,total_asset_cost_annual,snake_case,snake_case_reference,mentioned,assets,total_people_cost_annual={card.total_people_cost_annual} total_asset_cost_annual={card.total_asset_cost_annual} total_business_overheads={card.total_business_overheads}
app\business-summary\page.jsx,page.jsx,app,144,asset_cost_per_recovery_hour,snake_case,snake_case_reference,mentioned,assets,people_cost_per_recovery_hour={card.people_cost_per_recovery_hour} asset_cost_per_recovery_hour={card.asset_cost_per_recovery_hour} business_overheads_per_recovery_hour={
